x,y,z,aream2
-86.95845612,20.7268477,-10.8,202.106082
-86.95872264,20.72661957,-9.5,1272.1852
-86.95767423,20.72768865,-12.6,254.523847
-86.95802017,20.72965616,-3.5,453.965152
-86.95961435,20.72763805,-4.8,69.842058
-86.95886418,20.7278726,MISS,155.854849
-86.9585968,20.72831022,-5.6,101.765848
-86.95711439,20.72978755,-6,257.278662
-86.95698983,20.72993847,-5.7,416.9339
-86.95724469,20.72822219,-12.8,267.083223
-86.95708531,20.72839225,-13.5,46.206454
-86.95688,20.72864132,-13.1,1.85812
-86.95867292,20.72827035,-5.7,17.460339
-86.96174962,20.72545619,-4.6,471.44499
-86.96144155,20.7260855,-3.6,523.825843
-86.96203099,20.7263636,-0.7,3020.745504
-86.96149774,20.72692377,-0.8,1431.790033
-86.96025571,20.72714854,-4.4,366.673348
-86.95948283,20.72795713,-4.2,331.749229
-86.95908849,20.72845773,-3.5,384.128972
-86.95944997,20.72875621,-1.3,419.051059
-86.95963517,20.72880731,-0.8,523.814808
-86.96180472,20.7256145,-3.5,69.843737
-86.96280162,20.72579363,-0.6,87.305506
-86.9614909,20.72587045,-3.9,104.765243
-86.96203196,20.72588262,-2.1,104.765811
-86.96264982,20.72601227,-0.6,69.844286
-86.96238083,20.72624715,-0.6,104.766114
-86.9611514,20.72642759,-3.7,69.843218
-86.96097366,20.72663086,-3,69.843077
-86.96068066,20.72691242,-3.2,104.764275
-86.96013303,20.72751167,-3.2,122.224245
-86.95992541,20.72758252,-3.6,226.987403
-86.96020978,20.72785506,-1.6,69.842453
-86.95934529,20.72810786,-4.1,69.841833
-86.96043507,20.72824967,-0.6,261.909627
-86.9599733,20.72863209,-0.6,174.605544
-86.95970823,20.72893452,-0.6,366.670559
-86.95826923,20.72933649,-3.5,69.840989
-86.95848435,20.72944678,-2.6,87.301413
-86.96224657,20.72543388,-3,34.922026
-86.96224654,20.72554232,-2.5,34.922023
-86.96270751,20.72575928,-0.6,34.922171
-86.96193639,20.72580816,-2.7,122.226666
-86.96305329,20.72588591,-0.6,17.356905
-86.96109382,20.72622879,-4.4,34.921598
-86.96220517,20.72639685,-0.6,122.226902
-86.96128587,20.72640955,-3.1,34.921656
-86.96143953,20.72644573,-2.2,34.921707
-86.9620542,20.72653623,-0.6,17.460958
-86.96201577,20.72660851,-0.6,17.460949
-86.9620926,20.72664467,-0.6,17.460962
-86.96197734,20.72664464,-0.6,17.460942
-86.96182362,20.7268434,-0.3,34.921823
-86.96090157,20.72687933,-2.7,34.921504
-86.96155464,20.72702406,-0.6,34.921721
-86.9612857,20.72709628,-0.9,34.921627
-86.96136248,20.72729509,MISS,17.460822
-86.95997941,20.72729477,-4.6,17.460585
-86.96134645,20.72738846,-0.6,52.382453
-86.96109353,20.72738539,-0.6,34.921549
-86.96007856,20.72767732,-2.9,52.38178
-86.95986403,20.72778269,-2.7,34.921109
-86.96059388,20.72818044,-0.6,34.921343
-86.96009435,20.72850562,-0.6,34.921159
-86.96003671,20.72855982,-0.6,34.921135
-86.96003667,20.72870439,MISS,34.921129
-86.9599214,20.72877665,-0.6,104.763259
-86.95878803,20.72879446,-3.4,34.920696
-86.95890328,20.72883063,-2.9,34.920732
-86.95963314,20.72922838,-0.6,34.92097
-86.95913352,20.72984271,-0.6,34.92077
-86.95901826,20.72987882,-0.6,34.920731
-86.9646967,20.72121389,-10.3,646.076492
-86.96472266,20.72101746,-12,1209.654128
-86.96235543,20.72300397,-10.8,1531.22243
-86.96039165,20.72492381,-10.9,104.797501
-86.96095091,20.72514007,-6.8,576.206338
-86.96026916,20.72522863,-9.3,314.292211
-86.96004728,20.72526028,-9.6,29.458038
-86.96649422,20.72394175,-0.3,432.232775
-86.96230542,20.72378767,-7.3,101005.2044
-86.96359524,20.72173399,-12.6,7.863556
-86.9631991,20.72223687,-11.1,667.382813
-86.96213186,20.72324716,-10.3,17.461041
-86.96813701,20.7230371,-1,47.311991
-86.96522255,20.72282512,-2.5,1414.388047
-86.96452846,20.72324583,-3,409.569001
-86.96541399,20.7233111,-0.7,523.848138
-86.96392968,20.72374705,-3.6,436.533464
-86.96460793,20.72389283,-0.9,1274.686071
-86.96307248,20.72447159,-3.4,541.296489
-86.96352653,20.72476279,-0.8,698.449892
-86.96869931,20.72107402,-0.6,145.532367
-86.96675636,20.72324925,-0.4,279.389361
-86.96572149,20.72327728,-0.6,139.69327
-86.96399498,20.72380779,-2.7,69.845397
-86.9644174,20.7244223,-0.2,69.754856
-86.96578295,20.72454791,-0.6,271.047855
-86.96397096,20.72466151,-0.7,436.53315
-86.96376617,20.72473302,-0.7,87.306448
-86.96268056,20.72493936,-2.9,401.605226
-86.96361051,20.72500949,-0.6,209.535062
-86.96766446,20.7209893,-2.9,34.92408
-86.96877852,20.72115216,-0.7,52.38668
-86.9672418,20.72135066,-3,34.92392
-86.96712632,20.72239881,-0.6,34.923837
-86.96628101,20.72297695,-0.6,34.923522
-86.96585838,20.72315758,-0.6,34.923369
-86.96662672,20.72321195,-0.4,17.461815
-86.9655894,20.72339246,-0.6,17.461632
-86.9653973,20.72344664,-0.6,34.923196
-86.96537487,20.72355205,-0.6,52.384776
-86.96470564,20.72406094,-0.6,34.922934
-86.96360754,20.7240577,-3,52.383832
-86.96339944,20.72406067,-3.9,34.922483
-86.9646288,20.72411514,-0.6,17.461452
-86.96339941,20.72420525,-3.4,34.922477
-86.96305363,20.72427746,-4.4,34.922355
-86.96336095,20.72438596,-2.6,34.922456
-86.96416771,20.72442227,-0.7,34.922732
-86.96424453,20.7244765,-0.2,17.461378
-86.96445704,20.72451315,-0.2,32.40379
-86.96428261,20.72456614,-0.2,33.372959
-86.96236186,20.72528933,-2.8,34.922074
-86.97033061,20.71675047,-6.9,541.340243
-86.9707092,20.71893226,-0.8,1071390.707
-86.9697463,20.71717898,-7.7,30439.98974
-86.96764938,20.71897554,-8.3,13641.60028
-86.96962538,20.71667559,-11.2,123.791903
-86.9692815,20.71713626,-10.5,717.644752
-86.96532634,20.72039631,-11.5,221.90331
-86.97309328,20.71701784,-0.8,1065.246668
-86.97167089,20.71756303,-2.8,401.64443
-86.97054178,20.71905537,-1.1,1239.842859
-86.96975941,20.71963701,-0.9,349.248588
-86.96942748,20.71988974,-1.1,1763.698974
-86.97458308,20.71623903,-0.6,642.879399
-86.97429216,20.71636402,-0.6,104.779672
-86.97307262,20.71737948,-0.6,482.580299
-86.97114175,20.71806228,-2.8,69.850802
-86.97198688,20.71820699,-0.6,69.85137
-86.97016439,20.71881774,-2.9,279.40027
-86.96868272,20.71994132,-3,69.848949
-86.96870191,20.72006783,-2.6,122.235667
-86.9715642,20.71873101,-0.2,34.925518
-86.97140734,20.7187099,-0.6,52.388197
-86.97073816,20.71918267,-0.6,34.925215
-86.97044995,20.71963441,-0.6,34.925096
-86.96973918,20.71994151,-0.6,34.924839
-86.96973914,20.72013819,-0.6,45.777867
-86.96954706,20.72015834,-0.6,34.924763
-86.96954702,20.72032041,-0.6,46.448833
-86.97572509,20.71204426,-7.1,401.663163
-86.97431757,20.71264248,-10.3,237.936252
-86.97519954,20.7115902,MISS,1.415072
-86.97467699,20.71293315,-7.8,1728.878377
-86.97148418,20.71553308,-7.7,576.272811
-86.97805635,20.71408275,-2.5,56.887502
-86.97664156,20.71237911,-4.8,401.666661
-86.9768925,20.71230585,-4.7,454.059097
-86.97379178,20.7151777,-4.8,995.403383
-86.97097482,20.71567461,-9.6,366.71719
-86.97108008,20.71520424,-11,961.145652
-86.98261827,20.71181705,-1.8,7.577578
-86.97768758,20.71414251,-2,96.312525
-86.97727921,20.71420866,-1.9,394.777701
-86.97763332,20.71321025,-0.9,454.061908
-86.98000413,20.71163399,-0.8,1087.626931
-86.97914091,20.71230885,-0.9,421.122905
-86.97859232,20.71293694,-0.6,99.908794
-86.98038169,20.71148628,-0.8,31.772555
-86.97967454,20.7119584,-0.6,46.760007
-86.9784992,20.71304066,-0.6,31.121158
-86.97776923,20.7133465,-0.6,17.463941
-86.98103916,20.70701606,-7.9,104.188479
-86.98300913,20.70717762,-5.1,454.089305
-86.98260554,20.70719519,-5.3,1362.262685
-86.98113783,20.7088235,-5.1,349.292354
-86.97764723,20.70950104,-9.7,366.744012
-86.97897021,20.70966265,-5.9,471.534065
-86.97843991,20.70963143,-6.8,2060.768344
-86.97894496,20.70861114,MISS,2695.658351
-86.98717302,20.70726163,-3.7,17.498021
-86.98017641,20.70969988,-5.1,611.255172
-86.9786277,20.71073473,-5,646.173412
-86.97803944,20.71115921,-5.2,1012.91415
-86.97849367,20.71003275,-6.1,275351.9801
-86.97611822,20.71047902,-11.3,430.892624
-86.98382851,20.70970367,-1.2,8898.897054
-86.98681843,20.70702587,-2.4,87.328164
-86.98647552,20.70782192,-2.1,69.862224
-86.98628528,20.70795046,-2.3,319.767928
-86.98610581,20.70816136,-2,68.639358
-86.98598514,20.70828954,-1.8,183.387354
-86.98570238,20.70852214,-1.9,69.861635
-86.98566807,20.708668,-2.1,122.228933
-86.98534155,20.70906324,-1.7,243.292141
-86.98436151,20.70947998,-1.7,158.932918
-86.98420113,20.70991204,-1.6,56.412338
-86.98333425,20.71042029,-1.8,52.394882
-86.98284485,20.71078686,-1.9,57.686497
-86.98718828,20.70714059,-3.8,134.352634
-86.98568545,20.70702217,-0.6,314.377887
-86.98593227,20.70693704,-0.6,477.458033
-86.98435797,20.70779463,-1.9,209.582314
-86.98427702,20.70792306,-1.5,122.256229
-86.98459323,20.70804992,-0.9,279.443643
-86.98373317,20.70869206,MISS,99.702313
-86.98376566,20.70882618,-0.6,104.790415
-86.98314865,20.70907278,-0.7,607.771543
-86.98295777,20.70928453,-0.6,129.957368
-86.98309014,20.70949778,-0.9,69.859753
-86.9825691,20.7098795,-1.1,139.718721
-86.98237665,20.70984782,-0.9,352.750548
-86.98090043,20.71031079,-2.2,104.787265
-86.98211086,20.71034735,-0.7,154.408964
-86.98156914,20.7107131,-0.7,118.067655
-86.98115207,20.71103096,-0.6,136.670559
-86.98599064,20.70685955,-0.2,34.930987
-86.98303263,20.70848575,-2.3,34.9299
-86.98364723,20.70870267,-0.8,34.930102
-86.9836855,20.70879229,-0.6,12.664781
-86.98357039,20.70877495,-0.6,34.930073
-86.98080426,20.71130453,-0.6,32.501882
-86.9833692,20.70491817,-8.6,224.997669
-86.98293014,20.70537181,-9.1,348.423204
-86.98394233,20.70578601,-5.6,576.350439
-86.98255009,20.7058512,-9,634.553079
-86.98221963,20.70602805,-8.5,38.459202
-86.9816637,20.70664912,-9,673.846825
-86.98329678,20.70680836,-5.6,2218.058532
-86.98549145,20.70490692,-5.5,384.239876
-86.98471696,20.70595027,-4.4,820.868769
-86.98423813,20.70451446,-7.1,3326.842983
-86.98364759,20.70526529,-7,1781.442672
-86.98625557,20.70639196,-0.9,419.173167
-86.9860963,20.70654932,-0.9,314.379306
-86.98687753,20.7066222,-0.6,709.822057
-86.98661051,20.70671836,-0.6,324.944127
-86.98635284,20.70672059,-0.6,582.432398
