x,y,z,aream2
-86.96583081,20.72178871,-4.9,490.653767
-86.96561277,20.72202059,-4.8,136.249103
-86.96507193,20.72232504,-4.9,370.407918
-86.96482451,20.72236312,-5.3,149.459542
-86.96478042,20.72256325,-4.8,139.692082
-86.96404851,20.72307465,-4.8,414.346595
-86.96355546,20.72346659,-5.1,907.34878
-86.96762868,20.72283406,-0.6,331.777908
-86.96735909,20.72327842,-0.4,820.711157
-86.96766724,20.72334328,-0.4,715.941634
-86.96795535,20.72349688,-0.5,485.102662
-86.96671545,20.72364681,-0.4,558.778269
-86.96560258,20.72424495,-0.7,441.999712
-86.96498532,20.72465497,-0.5,523.845092
-86.9655074,20.72473651,-0.4,1309.619167
-86.96491721,20.72533577,-0.5,857.228124
-86.96867828,20.72092039,-0.6,1187.298083
-86.96830095,20.72155173,-0.3,124.687193
-86.96685755,20.72171504,-2.7,157.156973
-86.96738338,20.72172343,-1.3,139.695819
-86.96691512,20.7219289,-1.9,69.847566
-86.96803365,20.7218018,-0.3,940.114185
-86.96620665,20.72200477,-3.4,296.850059
-86.96770724,20.72211195,-0.2,83.986167
-86.96733514,20.72211398,-0.7,331.77722
-86.96752326,20.72218329,-0.2,356.014086
-86.96708791,20.72234459,-0.6,87.309586
-86.96719785,20.72245316,-0.6,116.287365
-86.96688898,20.72272102,-0.3,73.625089
-86.96630347,20.72276611,-0.7,104.7706
-86.96636212,20.72293981,-0.6,157.155976
-86.96580072,20.72328407,-0.6,174.616709
-86.96577338,20.72351585,-0.2,354.020396
-86.96553279,20.7235949,-0.2,326.059032
-86.96482187,20.72409727,MISS,73.961812
-86.96257334,20.72453036,-4.6,69.844357
-86.96426068,20.72455964,-0.2,273.911323
-86.96405239,20.72470752,-0.6,122.229382
-86.96395808,20.72496569,-0.2,54.594133
-86.96837393,20.72199472,-0.6,9437.834544
-86.97177193,20.71722927,-3.4,87.31413
-86.97089487,20.71760528,-4.8,122.238673
-86.97113383,20.71756474,-4.4,319.952225
-86.97052672,20.718134,MISS,51.449776
-86.96978139,20.71876453,-4.2,185.222741
-86.96952932,20.71900288,-3.9,63.975126
-86.96722274,20.72062778,-5,139.695775
-86.97302443,20.71831341,-0.7,506.42756
-86.97328289,20.71848731,-0.7,72.764148
-86.97275536,20.71730352,-0.9,69.851977
-86.97290866,20.71745152,-0.6,136.150252
-86.97106888,20.71886905,-0.6,244.4774
-86.96877506,20.7192528,-4.9,87.311338
-86.96922067,20.71936312,-3,69.84937
-86.96862517,20.7195844,-4.4,69.848941
-86.97000991,20.71985288,-0.6,135.678544
-86.97021486,20.72057561,-0.6,838.199401
-86.97704913,20.71449035,-2.1,429.873553
-86.97746443,20.71487571,-2.1,118.904722
-86.97768469,20.7151088,-1.9,236.248429
-86.97717395,20.71235246,-4.2,69.855438
-86.97620465,20.71316808,-4,430.792049
-86.97356236,20.71578561,-3.5,69.85266
-86.9769758,20.71375679,-0.9,197426.1417
-86.98226687,20.71167902,-1.3,467.847345
-86.97699383,20.71500772,-0.9,733.478522
-86.97896023,20.71233462,-1.1,157.177506
-86.97868307,20.71282365,-0.6,265.535968
-86.97708226,20.71381456,-0.9,733.480171
-86.9758098,20.71498174,-0.8,209.562825
-86.97560233,20.71518954,-0.7,349.270406
-86.97511327,20.71560425,-0.9,541.366506
-86.97461662,20.71604179,-0.7,157.170067
-86.97940206,20.70848494,-9,0.006928
-86.97836456,20.70904612,MISS,24.195231
-86.98150073,20.70968512,-3.1,139.717293
-86.9805715,20.71042145,-2.9,139.715883
-86.98562334,20.70782355,-1,4481.615172
-86.98380087,20.70870193,MISS,64.668158
-86.98250702,20.70992113,-0.9,122.253795
-86.98228125,20.70986582,-0.9,172.259864
-86.98213817,20.71011685,-0.7,134.302205
-86.98223852,20.71036214,-0.8,104.788634
-86.98195266,20.71042048,-0.7,739.25474
-86.98086393,20.71125337,-0.6,81.864172
-86.98324765,20.70660487,-6.5,331.835496
-86.98182996,20.70662515,-8.9,681.126544
-86.98270693,20.70552564,MISS,37.400568
-86.98649473,20.70580524,-3,280.71547
